QSPY 6.9.2 Copyright (c) 2005-2020 Quantum Leaps
Documentation: https://www.state-machine.com/qtools/qspy.html
===RTC===> St-Entry Obj=Philo::inst[1],State=Philo::thinking
3451140097 ===>Tran Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3451140120 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3451140135 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3451140502 PHILO_STAT 1 thinking
3451140527 MP-Get   Obj=EvtPool1,Free=8,Min=7
3451140541 QF-New   Sig=EAT_SIG,Size=6
3451140560 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3451140580 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3451140599 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3451140618 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3451140638 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3451140652 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3451140666 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3451140788 PHILO_STAT 0 eating  
3451140812 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3451140831 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3451140850 MP-Put   Obj=EvtPool1,Free=9
3451140868 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3451140888 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3451140907 =>Intern Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3451140926 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3451140945 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3451140960 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::eating
3451140979 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::eating
3451140998 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3451141017 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3451141032 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3451141056 =>Ignore Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3451141074 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3451141088 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3451141107 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3451141126 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3451141140 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3451141159 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3451141174 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3451141192 TE0-Arm  Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0],Tim=147,Int=0
===RTC===> St-Entry Obj=Philo::inst[0],State=Philo::eating
3451141212 ===>Tran Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3451141232 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3451141246 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
3461565512 TE0-Post Obj=Philo::inst[4].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[4]
3461565531 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3461566158 AO-GetL  Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3461566188 Disp===> Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::thinking
3461566226 TE0-DisA Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
===RTC===> St-Exit  Obj=Philo::inst[4],State=Philo::thinking
3461566250 MP-Get   Obj=EvtPool1,Free=9,Min=7
3461566269 QF-New   Sig=HUNGRY_SIG,Size=6
3461566288 AO-Post  Sdr=Philo::inst[4],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::hungry
3461566311 ===>Tran Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3461566330 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3461566344 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3461566752 PHILO_STAT 4 hungry  
3461566786 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3461566800 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3461566825 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
3462175308 TE0-Post Obj=Philo::inst[3].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[3]
3462175336 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3462175989 AO-GetL  Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3462176017 Disp===> Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::eating
3462176046 MP-Get   Obj=EvtPool1,Free=9,Min=7
3462176065 QF-New   Sig=DONE_SIG,Size=6
3462176084 QF-Pub   Sdr=Philo::inst[3],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3462176108 AO-Post  Sdr=Philo::inst[3],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3462176128 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3462176147 TE0-DisA Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
===RTC===> St-Exit  Obj=Philo::inst[3],State=Philo::eating
3462176165 TE0-Arm  Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3],Tim=97,Int=0
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::thinking
3462176185 ===>Tran Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3462176209 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3462176228 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3462176581 PHILO_STAT 3 thinking
3462176604 MP-Get   Obj=EvtPool1,Free=8,Min=7
3462176619 QF-New   Sig=EAT_SIG,Size=6
3462176638 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3462176652 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3462176670 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3462176689 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3462176704 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3462176723 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3462176743 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3462176791 PHILO_STAT 2 eating  
3462176810 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3462176829 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3462176844 MP-Put   Obj=EvtPool1,Free=9
3462176862 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3462176876 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3462176896 =>Ignore Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3462176915 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3462176929 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3462176943 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3462176962 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3462176976 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3462176994 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3462177009 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3462177029 TE0-Arm  Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2],Tim=173,Int=0
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::eating
3462177048 ===>Tran Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3462177062 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3462177077 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3462177110 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3462177129 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3462177149 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3462177163 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3462177177 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3462177196 =>Intern Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::eating
3462177205 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3462177220 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
3463796839 TE0-Post Obj=Philo::inst[1].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[1]
3463796867 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3463797499 AO-GetL  Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3463797527 Disp===> Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::thinking
3463797561 TE0-DisA Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
===RTC===> St-Exit  Obj=Philo::inst[1],State=Philo::thinking
3463797590 MP-Get   Obj=EvtPool1,Free=9,Min=7
3463797610 QF-New   Sig=HUNGRY_SIG,Size=6
3463797629 AO-Post  Sdr=Philo::inst[1],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[1],State=Philo::hungry
3463797652 ===>Tran Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3463797666 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3463797685 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3463798071 PHILO_STAT 1 hungry  
3463798099 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3463798123 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3463798143 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
3466027685 TE0-Post Obj=Philo::inst[0].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[0]
3466027728 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3466028288 AO-GetL  Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3466028322 Disp===> Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::eating
3466028355 MP-Get   Obj=EvtPool1,Free=9,Min=7
3466028374 QF-New   Sig=DONE_SIG,Size=6
3466028393 QF-Pub   Sdr=Philo::inst[0],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3466028418 AO-Post  Sdr=Philo::inst[0],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3466028441 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3466028469 TE0-DisA Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
===RTC===> St-Exit  Obj=Philo::inst[0],State=Philo::eating
3466028497 TE0-Arm  Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0],Tim=125,Int=0
===RTC===> St-Entry Obj=Philo::inst[0],State=Philo::thinking
3466028521 ===>Tran Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3466028541 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3466028555 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3466028874 PHILO_STAT 0 thinking
3466028899 MP-Get   Obj=EvtPool1,Free=8,Min=7
3466028923 QF-New   Sig=EAT_SIG,Size=6
3466028937 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3466028957 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3466028980 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3466029004 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3466029022 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3466029036 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3466029055 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3466029151 PHILO_STAT 4 eating  
3466029175 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3466029194 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3466029213 MP-Put   Obj=EvtPool1,Free=9
3466029223 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3466029242 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3466029271 TE0-Arm  Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4],Tim=173,Int=0
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::eating
3466029290 ===>Tran Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3466029310 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3466029323 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3466029342 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3466029360 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3466029499 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3466029513 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3466029528 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::eating
3466029548 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::eating
3466029596 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3466029619 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3466029638 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3466029662 =>Ignore Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3466029680 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3466029694 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3466029718 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::thinking
3466029737 =>Intern Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::thinking
3466029752 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3466029771 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
3472001041 TE0-Post Obj=Philo::inst[3].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[3]
3472001070 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3472001541 AO-GetL  Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3472001583 Disp===> Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::thinking
3472001613 TE0-DisA Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
===RTC===> St-Exit  Obj=Philo::inst[3],State=Philo::thinking
3472001641 MP-Get   Obj=EvtPool1,Free=9,Min=7
3472001660 QF-New   Sig=HUNGRY_SIG,Size=6
3472001675 AO-Post  Sdr=Philo::inst[3],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::hungry
3472001699 ===>Tran Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3472001738 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3472001771 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3472002088 PHILO_STAT 3 hungry  
3472002112 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3472002126 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3472002150 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
3478672914 TE0-Post Obj=Philo::inst[0].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[0]
3478672942 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3478673366 AO-GetL  Obj=Philo::inst[0],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3478673400 Disp===> Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::thinking
3478673428 TE0-DisA Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0]
===RTC===> St-Exit  Obj=Philo::inst[0],State=Philo::thinking
3478673457 MP-Get   Obj=EvtPool1,Free=9,Min=7
3478673476 QF-New   Sig=HUNGRY_SIG,Size=6
3478673494 AO-Post  Sdr=Philo::inst[0],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[0],State=Philo::hungry
3478673518 ===>Tran Obj=Philo::inst[0],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3478673541 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3478673555 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3478673847 PHILO_STAT 0 hungry  
3478673870 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3478673884 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3478673903 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
3479684615 TE0-Post Obj=Philo::inst[2].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[2]
3479684643 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3479684954 AO-GetL  Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3479684987 Disp===> Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::eating
3479685021 MP-Get   Obj=EvtPool1,Free=9,Min=7
3479685044 QF-New   Sig=DONE_SIG,Size=6
3479685063 QF-Pub   Sdr=Philo::inst[2],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3479685091 AO-Post  Sdr=Philo::inst[2],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3479685115 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3479685129 TE0-DisA Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
===RTC===> St-Exit  Obj=Philo::inst[2],State=Philo::eating
3479685148 TE0-Arm  Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2],Tim=82,Int=0
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::thinking
3479685171 ===>Tran Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3479685191 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3479685206 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3479685564 PHILO_STAT 2 thinking
3479685579 MP-Get   Obj=EvtPool1,Free=8,Min=7
3479685598 QF-New   Sig=EAT_SIG,Size=6
3479685616 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3479685635 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3479685654 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3479685673 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3479685693 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3479685707 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3479685735 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3479685783 PHILO_STAT 1 eating  
3479685806 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3479685825 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3479685840 MP-Put   Obj=EvtPool1,Free=9
3479685864 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3479685879 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::eating
3479685894 =>Intern Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::eating
3479685913 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3479685926 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3479685941 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3479685964 =>Ignore Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3479685978 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3479685992 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3479686012 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3479686026 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3479686040 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3479686055 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3479686073 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry
3479686088 TE0-Arm  Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1],Tim=199,Int=0
===RTC===> St-Entry Obj=Philo::inst[1],State=Philo::eating
3479686107 ===>Tran Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3479686126 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3479686140 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3479686155 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3479686174 =>Ignore Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3479686189 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3479686204 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
3483523543 TE0-Post Obj=Philo::inst[4].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[4]
3483523576 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3483524025 AO-GetL  Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3483524049 Disp===> Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::eating
3483524078 MP-Get   Obj=EvtPool1,Free=9,Min=7
3483524092 QF-New   Sig=DONE_SIG,Size=6
3483524106 QF-Pub   Sdr=Philo::inst[4],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3483524120 AO-Post  Sdr=Philo::inst[4],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3483524134 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3483524144 TE0-DisA Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
===RTC===> St-Exit  Obj=Philo::inst[4],State=Philo::eating
3483524163 TE0-Arm  Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4],Tim=123,Int=0
